claim_id,policy_id,claimant_id,loss_date,report_date,state,claim_type,injury_flag,attorney_rep_flag,bodily_injury_flag,liability_decision,reserve_amount,paid_amount,closed_flag,days_to_close,report_lag_days_raw,fnol_id,reporting_channel,description_of_loss,police_report_flag,witness_flag,loss_location,weather_condition,point_of_impact,injury_reported_at_fnol,message_count,avg_sentiment_score,min_sentiment_score,avg_response_latency_minutes,max_response_latency_minutes,escalated_message_count,sender_adjuster,sender_attorney,sender_claimant,sender_insured,message_escalation_rate,claimant_message_share,attorney_message_share,policy_state,vehicle_count,driver_count,prior_claim_count,coverage_limit_bi,coverage_limit_pd,premium_amount,nonstandard_risk_tier,report_lag_days,total_incurred,paid_to_reserve_ratio,coverage_per_driver,exposure_complexity_index,early_injury_signal,high_latency_flag,negative_sentiment_flag
CLM200035,POL100315,CLT500035,2024-11-12,2024-11-15,AZ,rear_end_bi,0,0,0,comparative_negligence,427.38,1054.47,1,62,3,FNOL300035,phone,rear end accident with night clear conditions,0,0,urban_arterial,clear,multi_point,0,2,-0.032,-0.084,79.0,85.3,0,1,0,0,1,0.0,0.0,0.0,AZ,1.0,3,1,15000,50000,1413.13,tier_2,3,1481.85,2.467289063596799,5000.0,5.5,0,0,0
CLM200036,POL100013,CLT500036,2024-10-19,2024-10-19,TX,minor_pd,1,1,0,not_at_fault,1978.09,8264.58,0,65,0,FNOL300036,web_portal,left side accident with clear conditions,0,0,intersection,fog,front_end,0,4,-0.4585,-0.772,161.875,248.7,0,3,0,0,1,0.0,0.0,0.0,TX,1.0,3,2,50000,5000,2114.32,tier_4,0,10242.67,4.178060654469716,16666.666666666668,9.0,1,0,1
CLM200037,POL100241,CLT500037,2024-09-13,2024-09-15,AZ,side_impact_bi,0,0,0,comparative_negligence,505.21,1489.57,1,9,2,FNOL300037,agent,rear end accident with rain conditions,1,1,intersection,clear,right_side,0,3,-0.004666666666666652,-0.421,34.6,48.2,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0.0,AZ,2.0,3,0,15000,5000,1765.64,tier_4,2,1994.78,2.948417489756735,5000.0,6.0,0,0,0
CLM200038,POL100776,CLT500038,2024-01-31,2024-02-02,AZ,side_impact_bi,1,0,0,insured_at_fault,853.0,2254.5,1,37,2,FNOL300038,phone,left side accident with fog conditions,1,0,parking_lot,rain,rear_end,0,2,-0.023999999999999994,-0.307,114.6,118.7,0,1,1,0,0,0.0,0.0,0.5,AZ,1.0,2,2,100000,25000,1760.66,tier_3,2,3107.5,2.643024618991794,50000.0,6.0,1,0,0
CLM200039,POL100564,CLT500039,2024-01-31,2024-01-31,TX,rear_end_bi,0,0,0,not_at_fault,1263.85,6047.59,1,33,0,FNOL300039,mobile_app,rear end accident with rain conditions,0,0,residential_street,rain,left_side,1,2,-0.068,-0.137,157.4,202.3,0,1,0,0,1,0.0,0.0,0.0,TX,1.0,1,2,15000,25000,1273.61,tier_3,0,7311.4400000000005,4.785053606045022,15000.0,5.0,1,0,0
CLM200040,POL100897,CLT500040,2024-03-20,2024-03-24,FL,rear_end_bi,1,1,0,not_at_fault,4304.47,6770.74,1,77,4,FNOL300040,agent,right side accident with fog conditions,0,0,parking_lot,night_clear,multi_point,0,5,-0.233,-0.449,158.54000000000002,303.9,0,0,2,2,1,0.0,0.4,0.4,FL,4.0,5,2,50000,25000,2485.89,tier_2,4,11075.21,1.5729555555039294,10000.0,14.0,1,0,1
CLM200041,POL100091,CLT500041,2024-02-28,2024-03-01,CA,rear_end_bi,1,0,1,not_at_fault,3494.06,3798.12,1,88,2,FNOL300041,phone,left side accident with wind conditions,1,1,residential_street,night_clear,rear_end,1,5,-0.1872,-0.554,146.22,213.8,1,0,0,2,3,0.2,0.4,0.0,CA,2.0,3,0,25000,5000,1418.36,tier_3,2,7292.18,1.0870219744366152,8333.333333333334,5.6,1,0,0
CLM200042,POL100955,CLT500042,2024-07-13,2024-07-16,CA,minor_pd,0,0,0,insured_at_fault,1802.36,3230.86,1,56,3,FNOL300042,phone,multi point accident with fog conditions,0,0,highway,clear,rear_end,0,3,-0.06366666666666666,-0.262,136.9,211.4,0,1,0,1,1,0.0,0.3333333333333333,0.0,CA,3.0,3,4,25000,10000,3180.3,tier_4,3,5033.22,1.7925719612064184,8333.333333333334,12.0,0,0,0
CLM200043,POL100508,CLT500043,2024-05-23,2024-05-24,CA,side_impact_bi,1,1,0,comparative_negligence,3436.71,5392.65,0,84,1,FNOL300043,phone,rear end accident with fog conditions,0,0,intersection,fog,right_side,0,7,-0.12442857142857143,-0.468,106.11428571428571,198.1,1,1,2,3,1,0.14285714285714285,0.42857142857142855,0.2857142857142857,CA,1.0,3,5,100000,10000,2557.88,tier_3,1,8829.36,1.5691315240447985,33333.333333333336,13.928571428571429,1,0,0
CLM200044,POL100775,CLT500044,2024-10-06,2024-10-08,FL,collision_pd,0,0,0,insured_at_fault,629.78,3389.98,0,60,2,FNOL300044,phone,multi point accident with wind conditions,0,0,residential_street,rain,right_side,0,5,0.060399999999999995,-0.032,85.72,156.8,0,1,0,2,2,0.0,0.4,0.0,FL,4.0,4,3,25000,10000,3381.53,tier_4,2,4019.76,5.382800342976913,6250.0,12.5,0,0,0
CLM200045,POL100034,CLT500045,2024-02-07,2024-02-11,GA,minor_pd,0,0,0,not_at_fault,424.46,874.5,1,42,4,FNOL300045,mobile_app,left side accident with wind conditions,0,0,highway,clear,right_side,0,4,0.08675,-0.203,46.375,82.0,0,0,1,2,1,0.0,0.5,0.25,GA,4.0,5,2,25000,10000,2838.04,tier_3,4,1298.96,2.060264807048956,5000.0,12.0,0,0,0
CLM200046,POL100205,CLT500046,2024-09-22,2024-09-25,AZ,minor_pd,0,0,0,not_at_fault,1588.77,2387.94,0,60,3,FNOL300046,phone,left side accident with wind conditions,1,1,parking_lot,rain,multi_point,0,3,0.19766666666666666,-0.351,86.93333333333334,140.6,0,2,1,0,0,0.0,0.0,0.3333333333333333,AZ,3.0,4,0,25000,5000,1664.7,tier_2,3,3976.71,1.5030117638172926,6250.0,7.0,0,0,0
CLM200047,POL101025,CLT500047,2024-12-06,2024-12-08,CA,mixed_injury,1,0,1,under_investigation,4475.76,4328.88,0,105,2,FNOL300047,web_portal,right side accident with fog conditions,0,0,urban_arterial,night_clear,rear_end,1,2,-0.4455,-0.643,138.05,145.7,0,1,0,0,1,0.0,0.0,0.0,CA,2.0,3,0,15000,5000,1337.12,tier_2,2,8804.64,0.96718322698268,5000.0,5.0,1,0,1
CLM200048,POL101021,CLT500048,2024-02-17,2024-02-21,NV,side_impact_bi,0,0,0,insured_at_fault,701.61,598.69,1,73,4,FNOL300048,phone,right side accident with fog conditions,0,1,parking_lot,wind,left_side,0,1,0.12,0.12,156.2,156.2,0,0,0,0,1,0.0,0.0,0.0,NV,1.0,2,0,15000,25000,1168.37,tier_3,4,1300.3000000000002,0.8533088182893631,7500.0,3.0,0,0,0
CLM200049,POL100565,CLT500049,2024-08-26,2024-08-27,CA,side_impact_bi,0,0,0,not_at_fault,1370.06,1110.77,1,64,1,FNOL300049,agent,multi point accident with rain conditions,1,1,residential_street,rain,left_side,0,1,0.253,0.253,39.6,39.6,0,0,0,0,1,0.0,0.0,0.0,CA,2.0,2,3,25000,10000,2114.66,tier_3,1,2480.83,0.8107455147949725,12500.0,8.5,0,0,0
CLM200050,POL100702,CLT500050,2024-07-04,2024-07-04,TX,side_impact_bi,0,0,0,under_investigation,834.37,1568.12,1,25,0,FNOL300050,phone,multi point accident with fog conditions,1,0,parking_lot,clear,rear_end,0,2,0.068,-0.129,143.6,184.6,0,1,0,0,1,0.0,0.0,0.0,TX,1.0,3,0,15000,10000,1027.09,tier_1,0,2402.49,1.8794060189124728,5000.0,4.0,0,0,0
CLM200051,POL100401,CLT500051,2024-02-04,2024-02-04,AZ,minor_pd,0,0,0,insured_at_fault,762.63,1729.26,1,72,0,FNOL300051,agent,front end accident with clear conditions,1,1,urban_arterial,rain,rear_end,0,4,-0.187,-0.367,96.85,139.6,1,0,0,2,1,0.25,0.5,0.0,AZ,1.0,3,3,50000,5000,2176.71,tier_4,0,2491.89,2.2674953778372213,16666.666666666668,9.25,0,0,0
CLM200052,POL100729,CLT500052,2024-04-16,2024-04-18,TX,rear_end_bi,0,0,0,insured_at_fault,741.49,653.55,1,35,2,FNOL300052,phone,front end accident with clear conditions,1,0,parking_lot,rain,left_side,0,2,0.0645,-0.077,63.8,66.7,0,2,0,0,0,0.0,0.0,0.0,TX,1.0,3,0,50000,5000,1314.09,tier_3,2,1395.04,0.8814009629260002,16666.666666666668,4.0,0,0,0
CLM200053,POL100161,CLT500053,2024-10-14,2024-10-16,AZ,collision_pd,0,0,0,insured_at_fault,353.53,630.12,1,24,2,FNOL300053,web_portal,multi point accident with night clear conditions,0,0,parking_lot,rain,left_side,0,2,-0.11699999999999999,-0.353,86.45,146.9,0,0,0,2,0,0.0,1.0,0.0,AZ,1.0,1,1,50000,10000,1574.03,tier_4,2,983.65,1.7823664186914832,50000.0,3.5,0,0,0
CLM200054,POL100201,CLT500054,2024-11-13,2024-11-15,FL,mixed_injury,0,0,0,comparative_negligence,1777.64,2250.02,1,17,2,FNOL300054,phone,multi point accident with night clear conditions,1,0,parking_lot,night_clear,left_side,0,2,-0.053,-0.093,31.2,58.0,0,1,0,1,0,0.0,0.5,0.0,FL,1.0,3,1,15000,25000,1866.32,tier_4,2,4027.66,1.2657343444116917,5000.0,5.5,0,0,0
CLM200055,POL100995,CLT500055,2024-05-14,2024-05-15,NV,minor_pd,1,1,0,insured_at_fault,1592.46,4989.91,1,52,1,FNOL300055,mobile_app,multi point accident with rain conditions,0,0,residential_street,night_clear,front_end,0,5,-0.004599999999999988,-0.347,176.94,375.7,1,2,1,1,1,0.2,0.2,0.2,NV,2.0,3,0,15000,50000,1255.91,tier_2,1,6582.37,3.13346018110345,5000.0,7.6,1,0,0
CLM200056,POL100269,CLT500056,2024-02-08,2024-02-13,AZ,minor_pd,1,1,1,insured_at_fault,4199.56,9061.76,0,147,5,FNOL300056,phone,multi point accident with fog conditions,1,0,parking_lot,night_clear,left_side,1,7,-0.24557142857142858,-0.674,208.82857142857142,582.5,4,1,2,3,1,0.5714285714285714,0.42857142857142855,0.2857142857142857,AZ,1.0,1,1,15000,10000,934.71,tier_1,5,13261.32,2.1577879587385342,15000.0,7.214285714285714,1,1,1
CLM200057,POL100815,CLT500057,2024-03-30,2024-04-02,CA,side_impact_bi,0,1,0,comparative_negligence,6897.52,11047.9,0,72,3,FNOL300057,phone,right side accident with night clear conditions,0,0,residential_street,wind,rear_end,1,4,-0.23050000000000004,-0.467,74.775,107.7,1,0,2,1,1,0.25,0.25,0.5,CA,1.0,1,2,25000,10000,1887.58,tier_4,3,17945.42,1.6017206184251729,25000.0,7.75,1,0,1
CLM200058,POL100455,CLT500058,2024-11-03,2024-11-04,NV,minor_pd,1,0,1,not_at_fault,6290.06,7492.83,0,86,1,FNOL300058,web_portal,multi point accident with fog conditions,0,0,urban_arterial,rain,rear_end,1,11,-0.04918181818181819,-0.496,135.4,300.8,1,3,1,5,2,0.09090909090909091,0.45454545454545453,0.09090909090909091,NV,2.0,2,1,25000,10000,1421.08,tier_2,1,13782.89,1.1912175718514608,12500.0,5.7727272727272725,1,0,0
CLM200059,POL101016,CLT500059,2024-07-27,2024-07-28,GA,collision_pd,0,0,0,under_investigation,1099.51,1536.04,0,60,1,FNOL300059,phone,right side accident with clear conditions,0,0,urban_arterial,clear,left_side,0,4,-0.2225,-0.513,83.55,118.8,0,1,0,2,1,0.0,0.5,0.0,GA,1.0,3,3,25000,5000,2019.66,tier_3,1,2635.55,1.3970223099380632,8333.333333333334,8.5,0,0,1
